#
# Aggregated Blocklist for AbuseIPDB: Indonesia most reported IP addresses.
#
# Number of ips:          521
# Last updated:           2026-09-01 04:18:16
#
# Source:                 https://github.com/borestad/blocklist-abuseipdb
# Stats:                  https://github.com/borestad/blocklist-abuseipdb/tree/main/stats
# Credits 1:              https://www.abuseipdb.com - please support them!
# Credits 2:              https://ipinfo.io - The Trusted Source For IP Address Data
#
202.10.36.80     # ID  AS58487   CV. Rumahweb Indonesia
202.10.37.135    # ID  AS58487   CV. Rumahweb Indonesia
202.10.44.236    # ID  AS58487   CV. Rumahweb Indonesia
202.145.0.112    # ID  AS17884   PT. Uninet Media Sakti (ISP)
202.145.0.18     # ID  AS17884   PT. Uninet Media Sakti (ISP)
202.145.0.61     # ID  AS17884   PT. Uninet Media Sakti (ISP)
202.146.235.2    # ID  AS9326    PT Centrin Utama
202.152.148.27   # ID  AS23951   PT JEMBATAN CITRA NUSANTARA
202.152.148.30   # ID  AS23951   PT JEMBATAN CITRA NUSANTARA
202.152.201.166  # ID  AS63859   PT. Eka Mas Republik
202.152.204.159  # ID  AS63859   PT. Eka Mas Republik
202.152.49.82    # ID  AS4800    PT Aplikanusa Lintasarta
202.154.14.162   # ID  AS141898  PT Milenial Inti Telekomunikasi
202.154.15.177   # ID  AS141898  PT Milenial Inti Telekomunikasi
202.155.157.112  # ID  AS138115  PT Deneva
202.158.46.42    # ID  AS4787    PT Cyberindo Aditama
202.159.107.90   # ID  AS9340    INDO Internet, PT
202.165.33.162   # ID  AS17538   PT. Circlecom Nusantara Indonesia
202.165.40.42    # ID  AS17538   PT. Circlecom Nusantara Indonesia
202.169.44.105   # ID  AS17451   BIZNET NETWORKS
202.173.71.251   # ID  AS23695   ELGANET-ASN PT. Elga Yasa Media Internet Service
202.43.115.206   # ID  AS45706   Tele Globe Global, PT
202.46.92.242    # ID  AS9341    PT INDONESIA COMNETS PLUS
202.51.202.242   # ID  AS55685   PT Jala Lintas Media
202.51.206.93    # ID  AS55685   PT Jala Lintas Media
202.51.208.195   # ID  AS55685   PT Jala Lintas Media
202.51.214.98    # ID  AS10220   PT. Kreasi Sejahtera Teknologi
202.52.13.77     # ID  AS55653   Skyline Semesta, PT
